ComputeInstance,EventSequence
02bcc1d3-81e9-4033-b8c0-f923504435c8,"[12, 7, 15, 4, 17, 14, 8, 6, 5, 10]"
02d94ae4-ad5b-49d5-9ab5-e3f2245075a9,"[12, 7, 16, 1, 4, 6, 13, 10, 11, 9]"
02e85c3f-84fc-43f0-84f1-7de48feaa066,"[7, 3, 4, 16, 8, 13, 5, 10, 9, 2]"
02f002e8-ace1-4982-b18c-ffbe17bcd531,"[3, 4, 1, 14, 15, 17, 6, 13, 5, 10, 9, 2]"
03bfc48a-3e2b-46ee-9ae0-3b73da690ba6,"[12, 1, 15, 16, 1, 8, 6, 13, 10, 11, 9, 2]"
041aaf18-5067-4de7-82bb-a857385a101f,"[12, 7, 3, 4, 14, 15, 6, 13, 5, 10, 9, 2]"
044b96a2-5465-46d8-8fae-0324cab8bc8a,[18]
046f433c-a49c-4259-99d9-c186a2b19f6b,"[12, 3, 4, 1, 14, 15, 17, 8, 6, 13, 10, 2, 11]"
047816c0-642c-46dc-a3b4-25b7831cdad7,"[12, 4, 14, 16, 17, 6, 13, 5, 11, 9, 2]"
0489aaf8-d554-487c-945d-89e5118e8dba,"[7, 3, 15, 16, 1, 4, 17, 6, 13, 5, 11]"
04c1d5e8-c8a1-4441-9c0e-7e06d7576b2c,[18]
04ddfaed-2edf-499d-b374-86d76d7a91bf,"[12, 7, 3, 1, 14, 15, 17, 5, 11]"
053d7ebd-7ddc-486e-9728-155664eaeeed,"[7, 15, 16, 8, 6, 13, 10, 11, 9, 2]"
05892279-8a8a-4d32-a0de-5cde0d2156fd,[18]
05a4bacf-de01-4b8a-ac10-73c504d9ccf4,"[5, 20, 6, 5, 22, 2]"
05e9f350-d905-42bb-8610-ff905d224446,"[12, 7, 17, 8, 13, 5, 9, 2]"
061e64b2-d0f0-4f8e-8292-fb2b3b17e58f,"[12, 7, 15, 16, 1, 8, 6, 13, 5, 9, 2]"
064c1a59-f295-4d0d-9837-bdeab5c40dd6,[18]
064e187a-672b-4513-beaa-287d6b8828b4,"[12, 7, 3, 4, 1, 15, 16, 1, 17, 6, 13, 19, 11, 2]"
06a96868-2769-4a7a-9f0f-ba9c36b7ec78,"[12, 7, 3, 14, 8, 10, 11, 9]"
077437f7-b131-43db-8b62-1ce473b3f3f8,"[12, 7, 16, 1, 17, 6, 5, 11, 9]"
079dd5c3-e7c5-45dc-9fa1-dea9654add13,"[12, 3, 1, 14, 15, 1, 17, 8, 6, 10, 2]"
07cc5f99-8a47-4daa-b051-f3479cb70d88,[18]
07e79eeb-a5a9-4cab-890d-cdc9314a7735,[18]
080c3cf1-580c-41d2-b2b1-518c7b569977,[18]
084df439-8efb-4a4e-860d-ae64761bad09,[18]
086f9a2b-c040-475a-92b6-34f1c76eeab9,"[12, 4, 1, 15, 1, 17, 6, 5, 10, 9]"
08797078-35f0-4379-b276-5352b4c3bf73,"[15, 1, 5, 11, 9, 2]"
0885a7d3-6fd5-4ed1-ad3a-9d066b9cf3e5,"[7, 14, 16, 1, 17, 6, 13, 10, 11, 9]"
089baf24-888c-40c3-b08d-252830519ee0,[18]
08a61249-e533-407c-80e7-730e0abd50bf,"[7, 4, 1, 14, 15, 16, 1, 6, 13, 5, 2]"
08a6ad88-7537-4a6d-9da2-ddf8d6cc6ff3,"[12, 3, 1, 5, 20, 8, 6, 5, 10, 23, 11, 9]"
08bcceac-edf5-45c6-84b7-2d8522629054,"[3, 3, 3, 4, 4, 4, 1, 1, 1, 25, 2, 1, 1, 1, 8, 6, 13, 5, 10, 24, 5, 28, 8, 6, 5, 10, 11]"
0924cc83-4847-4c13-8a48-680a920dc320,[18]
092ec7e6-f7f8-4192-acea-3cc1151f4d5e,[18]
0990e3b3-4d5f-446d-bec8-fcafbaa45e8e,[18]
099b0d9c-71fd-43b8-ad34-07c0deb9ee42,"[12, 7, 3, 14, 8, 6, 13, 5, 11, 9]"
0a444d64-92f1-4f36-bf0b-8c12cb61371c,"[7, 3, 1, 14, 15, 16, 1, 17, 6, 13, 11, 2]"
0a786763-af75-4641-b5e5-37418e0d890a,"[7, 1, 14, 16, 1, 17, 1, 8, 6, 5, 10, 11, 9, 2]"
0ac41210-0c59-4c63-b10d-b73a1adf84e5,"[7, 3, 1, 4, 14, 8, 6, 5, 10, 11, 2]"
0ad5d141-2c9e-4afd-ab86-2c8e5fa3a287,"[12, 7, 4, 15, 17, 8, 11, 2]"
0b02abf3-17be-4f95-b59f-91c6774bf398,"[7, 3, 4, 14, 1, 17, 6, 10, 11, 9, 2]"
0b3c3338-8a87-4110-b5f1-97d1baf27357,"[7, 15, 17, 6, 13, 5, 10, 11, 2]"
0b641515-1784-4e9e-9b27-c35ce2b82249,[18]
0ba48d51-d6f9-4765-95a3-25ecee4bbfb4,"[12, 7, 3, 4, 14, 15, 16, 17, 8, 6, 13, 10]"
0bbb5dbb-fdbd-4a54-840b-f89bd0a44e64,"[12, 15, 5, 10, 9]"
0bdc6f08-787b-4ea1-a838-68c712183db1,"[7, 29, 13, 35, 6, 32, 11, 9]"
0bfce493-5ba6-4672-b1da-ce7ce33ea687,[18]
0c08f6dd-a08c-407b-bae3-d9d782f859f0,"[12, 16, 1, 4, 8, 6, 13, 10, 11, 2]"
0c639e65-417e-46d5-b450-332ea265607f,[18]
0ca155f9-c903-4fa0-b9b3-9f31addda43c,"[12, 4, 1, 1, 17, 8, 6, 10, 2]"
0cdc8378-e407-4eb5-b457-0b4f60529d18,"[7, 3, 15, 16, 1, 13, 10, 11, 2]"
0cef08a0-3238-40e0-9792-f9e1291b6fc2,"[37, 3, 3, 3, 4, 4, 1, 1, 25, 21, 2, 2, 1, 1, 1, 6, 13, 11, 31, 24, 5, 28, 6, 11]"
0d1f75c1-54e9-4a80-a8ea-0cbec738faa5,"[12, 13, 5, 49, 8, 5, 50, 11]"
0d28fd21-374d-47b4-a6b0-44b7ea22c3b1,"[7, 4, 1, 14, 15, 1, 17, 8, 6, 5, 10, 11, 9, 2]"
0d4f40fc-c682-4e66-b9ba-921cef04ae56,"[12, 7, 3, 15, 6, 13, 10, 11, 2]"
0d6ea36e-706f-4f05-9f40-896f4490d4a5,"[12, 3, 4, 14, 15, 1, 8, 6, 13, 2]"
0da602eb-9536-4a32-854c-fc4721d85514,"[7, 3, 15, 16, 1, 4, 14, 6, 5, 11, 9, 2]"
0e742e01-f50d-488f-ab13-5dfc094d5bed,"[12, 1, 4, 14, 13, 5, 30, 10, 9]"
0eaca11a-f040-471a-ab1e-88beecc9146f,"[12, 7, 4, 14, 6, 5, 2, 9]"
0ec03be4-933b-4591-b2d9-7f494a020fea,"[12, 3, 4, 14, 15, 16, 13, 5, 10, 11, 9, 2]"
0ecce646-3542-4c66-87ec-a4b665ac3d53,"[12, 7, 1, 14, 15, 16, 5, 10, 11, 9, 2]"
0ed7d8f6-fda7-4de0-833c-bcef9d95ac67,"[7, 3, 16, 1, 14, 8, 13, 5, 10, 2]"
0f5e6155-6aaa-4e31-ad49-7bd12701b113,"[16, 17, 8, 6, 13, 5, 19, 9]"
0f8c4681-d8e8-45ad-8b9c-4f4903d17b19,"[12, 7, 3, 4, 1, 14, 15, 16, 6, 13, 11, 2, 9]"
10abb86f-457d-42ed-8ed7-b93ecd93d39d,"[12, 7, 4, 1, 16, 6, 5, 10, 2, 11]"
10adccef-4978-464a-bc43-a9d9e623ef23,"[12, 3, 4, 1, 14, 15, 17, 8, 6, 19, 2]"
10ae1b7d-37d1-4250-9385-49105818d109,[18]
1131412b-4e0e-4d5c-8571-81c410c07bd7,"[3, 15, 1, 4, 8, 6, 5, 9]"
1145a597-40d0-4cbc-a430-d7f75a194239,"[12, 7, 3, 4, 1, 14, 17, 6, 13, 10, 11, 9, 2]"
11593415-a4ab-4b77-a943-d6117209fdc3,"[12, 4, 1, 15, 1, 6, 13, 10, 11, 2, 1]"
11760334-ac63-4cc8-9086-578422af8c99,"[12, 3, 4, 1, 14, 15, 1, 17, 6, 5, 10, 2, 11, 9]"
117fc7cc-4497-4be5-8ed8-6ef80fba9d3a,"[12, 3, 14, 15, 16, 8, 6, 13, 5, 10, 11]"
118a80fb-9b4c-45ed-a395-b05093e41481,"[7, 3, 4, 4, 1, 1, 25, 21, 1, 2, 2, 1, 1, 24, 13, 5, 20, 8, 6, 5, 10, 23, 6, 5, 10]"
119ac098-b48b-4b19-b1ba-d289be3eb6fa,"[7, 1, 15, 1, 17, 6, 5, 10, 11, 9]"
119fcddb-41dc-4454-a750-08b4c18985ea,"[12, 7, 15, 16, 4, 17, 8, 6, 13, 9, 2]"
11dce008-75b2-46e0-b55f-34dae8d4e2ae,"[12, 4, 1, 15, 16, 1, 8, 13, 5, 11, 2]"
11e5cc75-e753-4f20-9013-4f6c5eea7571,[18]
11e8dd0e-df7c-44bc-84ef-4604c28081e6,"[29, 35, 8, 5, 10, 32, 11, 9]"
12264f45-178d-40c7-ba20-0be3dbcd33bb,"[7, 3, 4, 1, 16, 8, 6, 13, 10, 11, 2, 9]"
124260d3-7a40-4d61-a797-2929c03d50e8,"[12, 7, 3, 15, 1, 17, 8, 6, 13, 5, 10, 9]"
127630f7-ced7-449e-bcc5-6de2603854d5,[18]
12c41d8a-d82d-4971-aa57-4a87ce9dc6dd,[18]
133b36ec-53dc-487c-bf0c-2e3a4420bca6,"[7, 14, 16, 17, 8, 6, 13, 5, 11, 9, 2]"
139eac1c-461d-41fa-9020-7d860a200872,"[7, 3, 4, 1, 14, 15, 16, 1, 17, 11, 9, 2]"
13b3c414-7940-47f9-b93e-a8b16c570cb9,[18]
13cccba5-1ec0-47af-81e6-6efb250c2fce,"[12, 3, 4, 14, 15, 16, 1, 8, 6, 13, 10, 11, 9]"
13d42213-a23f-454e-8a1e-799d8c46ce48,"[12, 7, 3, 15, 16, 4, 17, 14, 6, 5, 10, 11]"
13eb3dc4-5452-4d38-81b8-25cb93dbc2be,[18]
141214f0-e7c2-4ebd-a8fc-2cb2513f02e5,[18]
147d9377-0a37-4741-b0dc-7d4d0b461718,[18]
14928ba5-9639-44d4-b64b-619a37c98027,[18]
149d6dc3-f5be-4926-a560-1de646495015,"[7, 3, 4, 1, 14, 16, 17, 8, 6, 13, 5, 19, 2]"
149d72b7-5935-4795-aa08-c975033b7afd,"[12, 3, 14, 16, 1, 17, 6, 11, 9]"
14a4adc5-d111-46ba-8aab-434fb0f940bf,"[12, 3, 13, 5, 5, 10, 22, 23]"
14dd5b23-efa9-4642-8fd3-f380ecc2ca8e,"[7, 3, 4, 1, 16, 1, 8, 6, 13, 5, 10, 11, 9, 2]"
1522426f-d19a-4eb9-98d8-cab7b9854055,"[12, 7, 3, 4, 1, 14, 15, 16, 1, 8, 6, 10, 11]"
15751aa8-7cd8-414c-b6c6-783d62c7df52,"[12, 3, 6, 13, 5, 10, 19, 2]"
1587aef5-0332-4437-a70f-76f6bc818e8e,"[7, 3, 17, 8, 10, 11, 9, 2]"
159f1b6e-710e-4a88-b8fa-5a292664db62,"[12, 7, 3, 4, 1, 14, 15, 17, 6, 13, 5, 10, 9]"
15fa82d3-de2e-4eff-8488-a676bff4454b,[18]
1625935b-30a7-4838-8728-e9e995b82003,"[12, 1, 15, 1, 8, 5, 11]"
16998c2e-de9b-447b-aa31-ed0542d7a93f,"[12, 7, 3, 4, 15, 16, 17, 6, 5, 11]"
170fed20-071b-496a-b299-f3d9938a4d27,[18]
1788af6d-d7c6-4037-9e50-0195be6c9bbf,"[12, 7, 3, 15, 4, 17, 8, 6, 13, 5, 11]"
17b0f69f-7d87-4fbd-86a4-b426911d8339,"[12, 7, 4, 1, 14, 15, 16, 1, 8, 13, 10, 2, 9]"
17b14cce-28b0-4bdb-9487-feba842e1406,[18]
18027701-58cc-4bff-8b0f-afefbf093d3d,"[12, 4, 17, 8, 6, 13, 5, 10, 9, 2]"
1813c6d4-a30c-4674-ae51-15e6bbe9247d,"[7, 3, 15, 16, 1, 14, 17]"
18c1fed6-2921-4c1b-93a6-8b479e9ceeb6,"[7, 3, 4, 1, 16, 1, 17, 8, 6, 5, 10, 11, 9]"
18c6f89b-4ad0-48e0-9771-c31ec769d8d7,"[12, 3, 4, 1, 17, 6, 13, 5, 10, 11, 9]"
190fabfd-ab8a-4f43-8615-879342eda3af,"[7, 4, 1, 14, 15, 16, 17, 6, 10, 11, 9, 2]"
1922840f-e590-489e-8160-af06a206f1dc,[18]
1927312e-fcd3-462c-a443-46a81cd5fa8a,"[12, 7, 3, 16, 1, 4, 8, 6, 13, 10, 9]"
1941e7f1-5117-47c7-ab85-7761cc03c35c,[18]
195ea438-2939-4aec-9993-d64fc259fecb,[18]
19685b9c-6f7a-40a4-b0b0-e52e69fbbe57,"[12, 3, 4, 1, 14, 15, 8, 6, 13, 10, 11, 9, 2]"
196994d6-2f90-4bae-b04e-2f7b787d1bee,"[12, 7, 3, 4, 4, 1, 1, 1, 2, 2, 1, 1, 1, 8, 6, 13, 5, 10, 31, 9, 24, 5, 28, 8, 6, 11]"
196e0278-05fd-45b2-9f06-010fee849003,"[12, 4, 1, 16, 17, 1, 8, 13, 5, 10, 11]"
198af99e-8a7f-4ea8-a25a-897e0207bbb0,[18]
19959ee5-fea2-4fa2-ae32-691b61eaff26,"[12, 3, 15, 16, 17, 14, 8, 6, 10, 11, 37, 9]"
19d6f524-7d75-4bd1-adfe-b75d10338181,"[12, 3, 1, 15, 16, 1, 6, 13, 5, 11, 2]"
1a12f616-e23f-40e2-b99e-5d3ad36afe89,"[3, 4, 14, 15, 1, 6, 5, 2]"
1a6a74fc-3bc7-403a-965e-b5c63e67fc9e,[18]
1acb2b1e-e7dc-4751-aa63-4f96a4d6359c,"[1, 15, 16, 1, 17, 8, 13]"
1b3f1840-4fb6-4e12-861f-a635dc9c124c,"[12, 7, 1, 14, 1, 17, 8, 6, 13, 5, 10, 11]"
1b7fc5bf-c008-4e44-9946-902395a6e394,"[12, 14, 16, 1, 17, 8, 6, 5, 2, 9]"
1b9f0e6f-0c0c-4a3a-9416-016874a0bb62,"[12, 3, 1, 15, 17, 8, 6, 13, 5, 10, 11, 9, 2]"
1c0a146d-24ca-41cc-83be-07e323e33edb,[18]
1c940a01-69ac-4bee-ad82-6e03d767d096,[18]
1c993352-47cb-44bc-86b2-8808d960c128,"[12, 3, 4, 1, 15, 16, 17, 13, 5, 10, 11, 9]"
1cb66f78-7103-4e45-a2d7-e8c7e65f4ced,[18]
1cc4d3e8-2f10-448d-87cd-8fb3ddfbf31e,"[12, 7, 3, 4, 1, 14, 15, 16, 1, 17, 8, 6, 13, 5, 11, 2, 9]"
1cc69d37-862c-4b78-909e-8f89cd6e4044,"[12, 15, 16, 1, 4, 17, 14, 1, 8, 6, 13, 5, 10, 9, 2]"
1d0a70c3-bf36-40b1-86e8-00b782268ebb,"[7, 14, 16, 9, 2]"
1d38ce46-6767-4a83-a55d-66c78af8865a,"[12, 3, 4, 1, 8, 11, 9, 2]"
1d72c130-72e4-4e7e-a724-0585a3f42a4a,[18]
1d89f56f-e3de-457e-a363-f5c646ca03c7,[18]
1d91cddc-331c-49d8-bcdd-1bfaf1c8a8aa,"[12, 7, 14, 15, 16, 1, 8, 6, 13, 11, 2]"
1db6410d-7ce5-4a52-a7e8-7f3b59afb56f,[18]
1df81b30-5751-45dd-b814-d9c7e2ebb802,"[7, 4, 1, 14, 16, 1, 17, 8, 9]"
1e96982a-53a9-4587-bf37-f86afff05c13,"[12, 7, 3, 15, 8, 13, 10, 11, 2, 9]"
1eda4660-b42c-47c4-9067-2224b975b172,"[12, 3, 1, 14, 17, 8, 6, 13, 5, 10]"
1f31441a-7272-4dc8-9c5c-ba074c7e86fe,"[7, 3, 4, 1, 14, 15, 16, 1, 8, 6, 13]"
1f3e9e1e-d352-4976-a2eb-83200eb86e2a,[18]
1fd9e5e7-c2ec-48dd-a16c-58f0cac74eff,"[12, 7, 38, 13, 5, 11, 9]"
1ffa0271-e48e-48a6-8a54-cda1f9dae658,"[12, 7, 1, 15, 17, 8, 6, 13, 5, 10, 9, 2]"
200cb608-1f7a-4063-b6c4-05eadfc5103b,[18]
204aaa28-39af-4e3c-b0ca-025e7db3617a,"[7, 1, 14, 16, 8, 6, 13, 9, 2]"
20a0155a-b63c-4d7c-847a-8b5fb7f2a28f,"[12, 7, 14, 16, 17, 8, 5, 10, 11, 9]"
20b3d4ca-28e6-47e9-bb89-2964875b5e76,[18]
20c2ee51-d6ea-4eb4-8efc-15e76e71d298,"[12, 7, 3, 15, 16, 1, 4, 14, 8, 13, 5, 10, 9]"
2149fa4e-8f78-4d2f-bdc5-042be5bc8644,[18]
21782e27-2578-430e-be94-5b9ff7a54e19,"[12, 3, 4, 1, 8, 10, 2]"
21929a3c-d87a-4fb7-82a9-1eb943b4625b,"[12, 3, 4, 1, 13, 5, 20]"
21b64e18-59b0-485e-8b29-46ccbe08fb2b,"[12, 7, 3, 16, 17, 8, 6, 13, 5, 10, 2, 11, 9]"
21b9416b-4183-4de9-bd37-3b7e09937214,[18]
21e920fe-3ec9-4dcf-bdbc-7de145253275,"[12, 7, 1, 15, 16, 1, 17, 8, 6, 5, 10, 11, 2]"
21f2ef5a-064a-4ce0-bc31-03cb374be834,"[12, 7, 14, 15, 17, 8, 6, 13, 11, 2]"
21f623ad-17ae-4cd4-af1a-c08f802ae521,"[12, 7, 3, 3, 3, 4, 4, 4, 1, 1, 25, 2, 1, 1, 1, 1, 1, 13, 5, 8, 6, 10, 22, 23, 11, 9]"
222ade28-5625-4a62-9175-5df4fcb95cb2,"[12, 7, 3, 15, 16, 1, 14, 17, 5, 11, 2]"
22549d90-0d9d-47ab-b55b-adbd59c3fc38,[18]
22815693-79ac-4f40-92f6-b2e1009592a4,"[12, 7, 1, 14, 15, 1, 17, 8, 13, 10, 9]"
22a343e7-535d-4601-8d2b-b9478d10f851,"[3, 3, 3, 4, 4, 1, 1, 1, 2, 2, 2, 1, 13, 5, 24, 6, 5, 10, 11]"
22ac7684-757e-4f83-96aa-0c59a786104c,[18]
22d25150-20cb-463d-89f3-03cc0418a7b0,"[12, 7, 3, 1, 14, 15, 16, 6, 5, 10, 11, 9, 2]"
22d2f382-e2a5-41fb-aa33-a2dce529da20,"[12, 3, 16, 1, 4, 14, 8, 6, 13, 5, 10, 19, 9]"
231100d1-482a-4ea0-ab0a-24396d160b7d,[18]
239e1d7f-f0c0-40ef-ba07-a1df9f0cd7bc,"[7, 3, 4, 15, 16, 17, 8, 13, 5, 10, 11]"
23e257ae-5eec-4ab5-aa3c-2be65f7cae02,"[7, 16, 1, 4, 17, 14, 6, 13, 5, 10, 11, 9, 2]"
23f47599-1b16-432a-af9b-c13538eafe36,"[12, 7, 4, 15, 16, 17, 6, 9, 2]"
241062d7-5a65-4b30-90a1-79385a3d50f0,"[1, 15, 17, 8, 6, 13, 5, 10, 2, 9]"
24130709-2f1f-4004-bf0e-c68ae774b363,"[12, 4, 1, 15, 1, 5, 11, 2]"
2445cac0-a627-4d2b-bf7b-227ed79a8672,"[12, 7, 3, 16, 14, 5, 11, 9]"
244db2cc-c435-494f-bd4d-6140c8405f80,"[12, 7, 3, 4, 13, 5, 20, 6, 9, 2]"
24528839-511e-4067-8ab6-0cde340c9efc,"[12, 1, 13, 20, 8, 10, 11, 9, 2]"
245be5f1-fe3b-4428-bd75-26cd64bc39c0,"[12, 7, 3, 1, 15, 16, 8, 6, 13, 10, 11, 9]"
24679415-fcbc-4ee0-9e91-108392aeb41f,[18]
246f7a15-d7ae-45b1-b429-26da2afe7f5d,[18]
24776e5d-8edd-4bb1-9a92-497b0af00b5f,"[7, 3, 4, 14, 15, 16, 17, 1, 8, 11]"
24e45ac1-690a-4622-92ba-f67e6bd3f29a,[18]
25072a2f-ab60-4da8-b36f-0db7f7685de3,"[7, 3, 3, 3, 3, 4, 1, 1, 21, 2, 2, 1, 1, 1, 1, 6, 11, 9, 5, 28, 6, 11]"
2507bb97-441c-46f1-9149-5a3b28dd7794,"[12, 7, 3, 4, 1, 15, 16, 8, 13, 5, 10, 9]"
250e5769-a34a-4c2d-b106-54ccab5a4769,"[12, 7, 3, 4, 14, 8, 13, 10, 9, 2]"
251a3e50-a3ac-4986-a1d7-aff138a314df,[18]
25a3e0c1-861f-438c-89a5-4be7715d1331,[18]
25f46a65-83a0-4772-bdbe-b4b66372e798,"[12, 7, 3, 16, 1, 4, 8, 13, 5, 11, 9]"
262258ad-9942-47bb-86c2-a06f46a66c30,"[12, 3, 4, 1, 16, 6, 5, 10, 9]"
26597751-9746-450c-8122-bc03e80fe8cf,"[7, 4, 13, 5, 20, 6, 10, 22, 23, 11, 9]"
267ed6f8-d9c9-4f7d-bb88-152d17cce661,"[7, 3, 1, 17, 8, 6, 10, 9]"
269c2e5c-24aa-4d93-a9c1-c309902ef963,"[12, 7, 4, 14, 15, 5, 11, 9, 2]"
26d33d52-fb9f-4e4a-b943-c2ece3dd4687,"[12, 3, 4, 1, 16, 17, 6, 13, 5]"
26fa461c-54bc-4aaf-a0c1-9dcdbc13d7a9,"[12, 3, 4, 4, 1, 1, 1, 21, 2, 2, 2, 1, 1, 8, 5, 10, 11, 31, 24, 5, 28, 6, 10]"
26fadf2c-ddfd-4638-b0e1-fc7f4097d2a5,"[7, 1, 4, 14, 17, 8, 6, 13, 9]"
270906fa-9121-4d5a-a0c6-02e4222d9284,[18]
2737af21-15b7-4349-8cfb-b313777b95c3,"[7, 3, 15, 16, 14, 8, 6, 13, 5, 11, 2, 9]"
277e072e-07e0-4e86-953f-e2ac9095f62e,"[12, 29, 13, 5, 8, 11]"
27a53d09-2194-42ac-a9d6-ade997a4bd08,"[7, 3, 15, 1, 4, 14, 13, 5, 10, 9, 2]"
27f16390-904d-40e2-937e-179aa4d91c57,"[3, 4, 1, 14, 1, 17, 8, 6, 13, 10, 9, 2]"
27fdf96f-82d3-4ec7-a84e-401d147b8c94,"[12, 7, 3, 4, 1, 8, 6, 5, 22, 23]"
27fea4a1-bc9e-421c-aaeb-123a0c4ba60a,"[8, 13, 5, 10, 39, 11, 9, 2]"
28089b9a-9010-4c56-bd20-9487b4ec1f8f,"[7, 4, 15, 16, 14, 17, 1, 8, 6, 13, 11, 9]"
283ab758-62e4-4263-a12c-5f8cb8df727d,"[12, 7, 16, 1, 8, 6, 13, 9, 2]"
285db649-e0a5-4600-8c9f-7db9a7a43440,"[12, 25, 3, 3, 4, 4, 4, 1, 1, 2, 2, 1, 1, 1, 8, 6, 5, 10, 9, 24, 6, 5, 10]"
28916392-066f-4017-a0ba-ab894b840475,"[12, 16, 1, 4, 17, 6, 5, 9]"
28a5baa8-7890-4027-9ec4-04907ebccf16,"[12, 7, 3, 4, 14, 15, 1, 6, 5, 10, 2]"
28ca644f-fa24-4199-9ecb-8ff2c27122ab,"[12, 7, 3, 4, 14, 15, 16, 17, 6, 5, 11]"
28cab2f1-18e8-44e0-a1e4-77637a85bd13,[18]
28e28a08-8b63-490d-98d4-2989d3ad9033,"[7, 16, 17, 14, 6, 13, 9]"
2984c715-9553-4976-9b6e-c616cbaf2805,"[7, 3, 3, 16, 1, 1, 17, 21, 2, 27, 27, 26, 26, 33, 6, 8, 5, 10, 31]"
29ab7660-4124-495c-ba22-890fa91b6fe1,"[12, 3, 16, 17, 14, 13, 10, 11]"
29af65eb-5e38-4158-9a81-8174e8220384,"[3, 3, 4, 4, 4, 1, 1, 1, 21, 2, 2, 1, 1, 5, 10, 24, 5, 10, 11]"
29efb915-0793-40fd-8e1a-eedfe665a7a9,[18]
2a0bd1eb-31ef-4574-b3ac-b72512b57ccd,"[4, 2, 2, 1, 1, 8, 6, 13, 10, 11, 9]"
2a2b8b72-4c4e-4da7-8039-95356046373e,"[12, 3, 1, 14, 15, 16, 8, 13, 10, 11, 9, 2]"
2a44dfdc-5ded-4a8f-b009-fc896efa70bf,"[12, 3, 15, 16, 1, 4, 14, 6, 5, 10, 11, 9]"
2a6b098b-ce15-414e-b74c-5111869f076a,[18]
2a7d9b4c-5d8b-4bd7-97d5-5def0ba20343,"[12, 3, 15, 16, 1, 1, 8, 6, 5, 10, 11, 9]"
2a89fdd9-afda-4f4e-a653-3a7322fd43a6,"[12, 7, 3, 1, 14, 6, 5, 10, 2]"
2a9c7181-028e-4ac1-bc39-4f6691999b63,[18]
2aec1a23-4725-48c5-8c8d-f112243b6688,[18]
2b3c87b5-9095-4320-b90d-0c55bc1ffc1f,"[12, 3, 4, 1, 14, 15, 16, 1, 17]"
2b50d5c2-8294-43fd-a98d-67c22a5b6b77,"[12, 4, 1, 14, 15, 6, 13, 5, 9]"
2b85d914-5fde-4311-acd8-4afcbcb417f7,[18]
2bac38d0-8233-4bd3-95e3-71fc2155d7a9,"[12, 7, 3, 1, 14, 8, 6, 5, 11, 9]"
2bcfff48-f888-4aa3-9a0e-a7c986cd2e44,"[7, 3, 1, 17, 8, 13, 5, 9, 2]"
2c0d9b76-8d4a-4754-8e7f-32721ff6d63e,"[12, 7, 14, 16, 17, 8, 13, 5, 11, 9]"
2c1b303c-7793-4504-90cb-bc393869fed9,"[7, 3, 15, 4, 4, 4, 14, 14, 14, 21, 2, 2, 2, 27, 27, 26, 26, 26, 34, 34, 33, 6, 13, 5, 10, 9]"
2c8400e6-c515-4fee-9044-78857c954e8e,"[12, 7, 3, 1, 14, 15, 17, 8, 5, 10, 9, 2]"
2cb9802d-741e-41da-a954-d4dec538dc6f,[18]
2cda7429-4369-49df-9c8e-e1eedc367fd9,"[7, 3, 15, 16, 4, 8, 13, 5, 11, 2]"
2ce9207c-bb9c-4307-b43d-0f7e5913ec83,[18]
2cf2ec47-16f8-4afa-8556-2f0c386b728e,"[12, 7, 3, 16, 1, 4, 14, 8, 6, 13, 2]"
2cfb1c1b-91cf-4bbf-b574-0667f82461c3,"[7, 15, 16, 17, 14, 8, 13, 5, 9, 2]"
2d323a85-03b3-4edf-b1aa-9f9af75d6ce4,[18]
