Level,Component,ADDR,Content,LineId,EventId,EventTemplate,ComputeInstance,EventNumericId
INFO,nova.compute.claims,[req-79c6dcda-0c28-4907-9574-a7f924fc7bb7],[instance: 18027701-58cc-4bff-8b0f-afefbf093d3d] Claim successful on node parisaserver,18,d1d96458,[instance: <*>] Claim successful on node parisaserver,18027701-58cc-4bff-8b0f-afefbf093d3d,12
INFO,nova.compute.manager,[req-ac9f5721-5c52-4ec3-ba8a-e494d9780d53],[instance: 7e95473d-7602-4e51-a383-19cddf7474cc] VM Started (Lifecycle Event),19,e62ddd64,[instance: <*>] VM Started (Lifecycle Event),7e95473d-7602-4e51-a383-19cddf7474cc,3
INFO,nova.compute.manager,[req-ac9f5721-5c52-4ec3-ba8a-e494d9780d53],[instance: 7e95473d-7602-4e51-a383-19cddf7474cc] During sync_power_state the instance has a pending task (spawning). Skip.,20,47f4680b,[instance: <*>] During sync_power_state the instance has a pending task <*> Skip.,7e95473d-7602-4e51-a383-19cddf7474cc,1
INFO,nova.compute.manager,[req-ac9f5721-5c52-4ec3-ba8a-e494d9780d53],[instance: 7e95473d-7602-4e51-a383-19cddf7474cc] VM Paused (Lifecycle Event),21,3f57c2b3,[instance: <*>] VM Paused (Lifecycle Event),7e95473d-7602-4e51-a383-19cddf7474cc,4
INFO,nova.compute.manager,[req-ac9f5721-5c52-4ec3-ba8a-e494d9780d53],[instance: 7e95473d-7602-4e51-a383-19cddf7474cc] VM Resumed (Lifecycle Event),22,16b764ff,[instance: <*>] VM Resumed (Lifecycle Event),7e95473d-7602-4e51-a383-19cddf7474cc,14
INFO,nova.compute.claims,[req-34f5d42d-38ff-4a9b-b364-8a51fd5744aa],[instance: 7917c8e7-bd58-49a9-9200-7d5bf89538b3] Claim successful on node parisaserver,23,d1d96458,[instance: <*>] Claim successful on node parisaserver,7917c8e7-bd58-49a9-9200-7d5bf89538b3,12
INFO,nova.virt.libvirt.driver,[req-34f5d42d-38ff-4a9b-b364-8a51fd5744aa],[instance: 7917c8e7-bd58-49a9-9200-7d5bf89538b3] Creating image,24,50e0ef31,[instance: <*>] Creating image,7917c8e7-bd58-49a9-9200-7d5bf89538b3,7
INFO,nova.virt.libvirt.driver,[-],[instance: 9a6798ef-bdaa-43eb-b486-499725a86d73] Instance spawned successfully.,25,796fd834,[instance: <*>] Instance spawned successfully.,9a6798ef-bdaa-43eb-b486-499725a86d73,15
INFO,nova.compute.manager,[req-ac9f5721-5c52-4ec3-ba8a-e494d9780d53],[instance: 9a6798ef-bdaa-43eb-b486-499725a86d73] During sync_power_state the instance has a pending task (spawning). Skip.,26,47f4680b,[instance: <*>] During sync_power_state the instance has a pending task <*> Skip.,9a6798ef-bdaa-43eb-b486-499725a86d73,1
INFO,nova.compute.manager,[req-ac9f5721-5c52-4ec3-ba8a-e494d9780d53],[instance: 9a6798ef-bdaa-43eb-b486-499725a86d73] VM Paused (Lifecycle Event),27,3f57c2b3,[instance: <*>] VM Paused (Lifecycle Event),9a6798ef-bdaa-43eb-b486-499725a86d73,4
INFO,nova.compute.manager,[req-ac9f5721-5c52-4ec3-ba8a-e494d9780d53],[instance: 9a6798ef-bdaa-43eb-b486-499725a86d73] VM Resumed (Lifecycle Event),28,16b764ff,[instance: <*>] VM Resumed (Lifecycle Event),9a6798ef-bdaa-43eb-b486-499725a86d73,14
INFO,nova.compute.manager,[req-9aaac690-4492-49ba-badc-26c86fa2116c],[instance: 9a6798ef-bdaa-43eb-b486-499725a86d73] Took 46.47 seconds to build instance.,29,e51c49ab,[instance: <*>] Took <*> seconds to build instance.,9a6798ef-bdaa-43eb-b486-499725a86d73,17
INFO,nova.virt.libvirt.driver,[req-01e56c59-0677-42e5-ba82-405497483d8e],[instance: 506a23f5-6cec-4d64-abf8-16e017154255] Creating image,30,50e0ef31,[instance: <*>] Creating image,506a23f5-6cec-4d64-abf8-16e017154255,7
INFO,nova.compute.claims,[req-7874026e-e9ba-4ad8-8831-92d5a0ea6cc4],[instance: a306719a-537e-42b3-9073-bfb4600d072e] Claim successful on node parisaserver,31,d1d96458,[instance: <*>] Claim successful on node parisaserver,a306719a-537e-42b3-9073-bfb4600d072e,12
INFO,nova.virt.libvirt.driver,[req-7874026e-e9ba-4ad8-8831-92d5a0ea6cc4],[instance: a306719a-537e-42b3-9073-bfb4600d072e] Creating image,32,50e0ef31,[instance: <*>] Creating image,a306719a-537e-42b3-9073-bfb4600d072e,7
INFO,nova.virt.libvirt.driver,[-],[instance: 11760334-ac63-4cc8-9086-578422af8c99] Instance destroyed successfully.,33,93995b30,[instance: <*>] Instance destroyed successfully.,11760334-ac63-4cc8-9086-578422af8c99,6
INFO,nova.virt.libvirt.driver,[req-979f4d38-e788-4abf-ab98-5d63ce15f517],[instance: 11760334-ac63-4cc8-9086-578422af8c99] Deletion of /opt/stack/data/nova/instances/11760334-ac63-4cc8-9086-578422af8c99_del complete,34,5368444d,[instance: <*>] Deletion of <*>/<*>_del complete,11760334-ac63-4cc8-9086-578422af8c99,5
INFO,nova.compute.manager,[req-979f4d38-e788-4abf-ab98-5d63ce15f517],[instance: 11760334-ac63-4cc8-9086-578422af8c99] Took 4.14 seconds to destroy the instance on the hypervisor.,35,a4ab0dee,[instance: <*>] Took <*> seconds to destroy the instance on the hypervisor.,11760334-ac63-4cc8-9086-578422af8c99,10
INFO,nova.compute.manager,[req-ac9f5721-5c52-4ec3-ba8a-e494d9780d53],[instance: 18027701-58cc-4bff-8b0f-afefbf093d3d] VM Paused (Lifecycle Event),36,3f57c2b3,[instance: <*>] VM Paused (Lifecycle Event),18027701-58cc-4bff-8b0f-afefbf093d3d,4
INFO,nova.compute.manager,[req-79c6dcda-0c28-4907-9574-a7f924fc7bb7],[instance: 18027701-58cc-4bff-8b0f-afefbf093d3d] Took 80.76 seconds to build instance.,37,e51c49ab,[instance: <*>] Took <*> seconds to build instance.,18027701-58cc-4bff-8b0f-afefbf093d3d,17
INFO,nova.compute.manager,[req-ac9f5721-5c52-4ec3-ba8a-e494d9780d53],[instance: 7917c8e7-bd58-49a9-9200-7d5bf89538b3] VM Started (Lifecycle Event),38,e62ddd64,[instance: <*>] VM Started (Lifecycle Event),7917c8e7-bd58-49a9-9200-7d5bf89538b3,3
INFO,nova.compute.manager,[req-34f5d42d-38ff-4a9b-b364-8a51fd5744aa],[instance: 7917c8e7-bd58-49a9-9200-7d5bf89538b3] Took 60.99 seconds to spawn the instance on the hypervisor.,39,9f276c62,[instance: <*>] Took <*> seconds to spawn the instance on the hypervisor.,7917c8e7-bd58-49a9-9200-7d5bf89538b3,16
INFO,nova.compute.manager,[req-34f5d42d-38ff-4a9b-b364-8a51fd5744aa],[instance: 7917c8e7-bd58-49a9-9200-7d5bf89538b3] Took 69.62 seconds to build instance.,40,e51c49ab,[instance: <*>] Took <*> seconds to build instance.,7917c8e7-bd58-49a9-9200-7d5bf89538b3,17
INFO,nova.compute.manager,[-],[instance: 11760334-ac63-4cc8-9086-578422af8c99] VM Stopped (Lifecycle Event),41,74098f89,[instance: <*>] VM Stopped (Lifecycle Event),11760334-ac63-4cc8-9086-578422af8c99,2
INFO,nova.compute.manager,[-],[instance: 11760334-ac63-4cc8-9086-578422af8c99] Took 25.91 seconds to deallocate network for instance.,42,652a820e,[instance: <*>] Took <*> seconds to deallocate network for instance.,11760334-ac63-4cc8-9086-578422af8c99,11
INFO,nova.virt.libvirt.driver,[req-0bf6536c-bcc4-4bd3-8fa9-6c0bc96f77dc],[instance: 02915417-a4bb-47e6-ae34-668f770451bf] Creating image,43,50e0ef31,[instance: <*>] Creating image,02915417-a4bb-47e6-ae34-668f770451bf,7
INFO,nova.scheduler.client.report,[req-979f4d38-e788-4abf-ab98-5d63ce15f517],Deleted allocation for instance 11760334-ac63-4cc8-9086-578422af8c99,44,597630e5,Deleted allocation for instance <*>,11760334-ac63-4cc8-9086-578422af8c99,9
INFO,nova.compute.manager,[req-e63af751-be3e-4711-bb40-247e51e9ae0f],[instance: b9f0f7cd-31c1-4edf-9a8d-129d4efff387] Terminating instance,45,06476222,[instance: <*>] Terminating instance,b9f0f7cd-31c1-4edf-9a8d-129d4efff387,8
INFO,nova.virt.libvirt.driver,[req-e63af751-be3e-4711-bb40-247e51e9ae0f],[instance: b9f0f7cd-31c1-4edf-9a8d-129d4efff387] Deleting instance files /opt/stack/data/nova/instances/b9f0f7cd-31c1-4edf-9a8d-129d4efff387_del,46,8ab37e7b,[instance: <*>] Deleting instance files <*>/<*>_del,b9f0f7cd-31c1-4edf-9a8d-129d4efff387,13
INFO,nova.virt.libvirt.driver,[req-e63af751-be3e-4711-bb40-247e51e9ae0f],[instance: b9f0f7cd-31c1-4edf-9a8d-129d4efff387] Deletion of /opt/stack/data/nova/instances/b9f0f7cd-31c1-4edf-9a8d-129d4efff387_del complete,47,5368444d,[instance: <*>] Deletion of <*>/<*>_del complete,b9f0f7cd-31c1-4edf-9a8d-129d4efff387,5
INFO,nova.compute.manager,[req-ac9f5721-5c52-4ec3-ba8a-e494d9780d53],[instance: 506a23f5-6cec-4d64-abf8-16e017154255] VM Paused (Lifecycle Event),48,3f57c2b3,[instance: <*>] VM Paused (Lifecycle Event),506a23f5-6cec-4d64-abf8-16e017154255,4
INFO,nova.compute.manager,[req-ac9f5721-5c52-4ec3-ba8a-e494d9780d53],[instance: 506a23f5-6cec-4d64-abf8-16e017154255] During sync_power_state the instance has a pending task (spawning). Skip.,49,47f4680b,[instance: <*>] During sync_power_state the instance has a pending task <*> Skip.,506a23f5-6cec-4d64-abf8-16e017154255,1
INFO,nova.compute.manager,[-],[instance: b9f0f7cd-31c1-4edf-9a8d-129d4efff387] Took 12.28 seconds to deallocate network for instance.,50,652a820e,[instance: <*>] Took <*> seconds to deallocate network for instance.,b9f0f7cd-31c1-4edf-9a8d-129d4efff387,11
INFO,nova.scheduler.client.report,[req-e63af751-be3e-4711-bb40-247e51e9ae0f],Deleted allocation for instance b9f0f7cd-31c1-4edf-9a8d-129d4efff387,51,597630e5,Deleted allocation for instance <*>,b9f0f7cd-31c1-4edf-9a8d-129d4efff387,9
INFO,nova.compute.manager,[req-01e56c59-0677-42e5-ba82-405497483d8e],[instance: 506a23f5-6cec-4d64-abf8-16e017154255] Took 82.50 seconds to spawn the instance on the hypervisor.,52,9f276c62,[instance: <*>] Took <*> seconds to spawn the instance on the hypervisor.,506a23f5-6cec-4d64-abf8-16e017154255,16
INFO,nova.compute.manager,[req-01e56c59-0677-42e5-ba82-405497483d8e],[instance: 506a23f5-6cec-4d64-abf8-16e017154255] Took 93.57 seconds to build instance.,53,e51c49ab,[instance: <*>] Took <*> seconds to build instance.,506a23f5-6cec-4d64-abf8-16e017154255,17
INFO,nova.compute.manager,[req-ac9f5721-5c52-4ec3-ba8a-e494d9780d53],[instance: a306719a-537e-42b3-9073-bfb4600d072e] VM Started (Lifecycle Event),54,e62ddd64,[instance: <*>] VM Started (Lifecycle Event),a306719a-537e-42b3-9073-bfb4600d072e,3
INFO,nova.compute.manager,[req-ac9f5721-5c52-4ec3-ba8a-e494d9780d53],[instance: a306719a-537e-42b3-9073-bfb4600d072e] VM Paused (Lifecycle Event),55,3f57c2b3,[instance: <*>] VM Paused (Lifecycle Event),a306719a-537e-42b3-9073-bfb4600d072e,4
INFO,nova.compute.manager,[req-ac9f5721-5c52-4ec3-ba8a-e494d9780d53],[instance: a306719a-537e-42b3-9073-bfb4600d072e] During sync_power_state the instance has a pending task (spawning). Skip.,56,47f4680b,[instance: <*>] During sync_power_state the instance has a pending task <*> Skip.,a306719a-537e-42b3-9073-bfb4600d072e,1
INFO,nova.compute.claims,[req-77396c32-0c2f-4d85-bb19-7174aa911288],[instance: 2f093863-6416-4d09-ac00-7ea45d932d36] Claim successful on node parisaserver,57,d1d96458,[instance: <*>] Claim successful on node parisaserver,2f093863-6416-4d09-ac00-7ea45d932d36,12
INFO,nova.virt.libvirt.driver,[-],[instance: a306719a-537e-42b3-9073-bfb4600d072e] Instance spawned successfully.,58,796fd834,[instance: <*>] Instance spawned successfully.,a306719a-537e-42b3-9073-bfb4600d072e,15
INFO,nova.compute.manager,[req-7874026e-e9ba-4ad8-8831-92d5a0ea6cc4],[instance: a306719a-537e-42b3-9073-bfb4600d072e] Took 74.45 seconds to spawn the instance on the hypervisor.,59,9f276c62,[instance: <*>] Took <*> seconds to spawn the instance on the hypervisor.,a306719a-537e-42b3-9073-bfb4600d072e,16
INFO,nova.compute.manager,[req-7874026e-e9ba-4ad8-8831-92d5a0ea6cc4],[instance: a306719a-537e-42b3-9073-bfb4600d072e] Took 85.84 seconds to build instance.,60,e51c49ab,[instance: <*>] Took <*> seconds to build instance.,a306719a-537e-42b3-9073-bfb4600d072e,17
INFO,nova.virt.libvirt.driver,[req-77396c32-0c2f-4d85-bb19-7174aa911288],[instance: 2f093863-6416-4d09-ac00-7ea45d932d36] Creating image,61,50e0ef31,[instance: <*>] Creating image,2f093863-6416-4d09-ac00-7ea45d932d36,7
INFO,nova.virt.libvirt.driver,[-],[instance: f52f599a-b2a2-478c-bcfe-9933528dd526] Instance destroyed successfully.,62,93995b30,[instance: <*>] Instance destroyed successfully.,f52f599a-b2a2-478c-bcfe-9933528dd526,6
INFO,nova.virt.libvirt.driver,[req-2d399014-32df-490c-97a4-646ba82df5cf],[instance: f52f599a-b2a2-478c-bcfe-9933528dd526] Deletion of /opt/stack/data/nova/instances/f52f599a-b2a2-478c-bcfe-9933528dd526_del complete,63,5368444d,[instance: <*>] Deletion of <*>/<*>_del complete,f52f599a-b2a2-478c-bcfe-9933528dd526,5
INFO,nova.compute.manager,[req-2d399014-32df-490c-97a4-646ba82df5cf],[instance: f52f599a-b2a2-478c-bcfe-9933528dd526] Took 3.86 seconds to destroy the instance on the hypervisor.,64,a4ab0dee,[instance: <*>] Took <*> seconds to destroy the instance on the hypervisor.,f52f599a-b2a2-478c-bcfe-9933528dd526,10
WARNING,nova.virt.libvirt.driver,[req-32833659-9280-430c-b915-a246f788ad28],Error from libvirt while getting description of instance-00000072: [Error Code 42] Domain not found: no domain with matching uuid 'f52f599a-b2a2-478c-bcfe-9933528dd526' (instance-00000072): libvirt.libvirtError: Domain not found: no domain with matching uuid 'f52f599a-b2a2-478c-bcfe-9933528dd526' (instance-00000072),65,63184ec7,Error from libvirt while getting description of <*> [Error Code <*>] Domain not found: no domain with matching uuid '<*>' <*> <*>Error: Domain not found: no domain with matching uuid '<*>' <*>,f52f599a-b2a2-478c-bcfe-9933528dd526,19
INFO,nova.compute.manager,[req-ac9f5721-5c52-4ec3-ba8a-e494d9780d53],[instance: 02915417-a4bb-47e6-ae34-668f770451bf] VM Started (Lifecycle Event),66,e62ddd64,[instance: <*>] VM Started (Lifecycle Event),02915417-a4bb-47e6-ae34-668f770451bf,3
INFO,nova.virt.libvirt.driver,[-],[instance: 02915417-a4bb-47e6-ae34-668f770451bf] Instance spawned successfully.,67,796fd834,[instance: <*>] Instance spawned successfully.,02915417-a4bb-47e6-ae34-668f770451bf,15
INFO,nova.compute.manager,[req-0bf6536c-bcc4-4bd3-8fa9-6c0bc96f77dc],[instance: 02915417-a4bb-47e6-ae34-668f770451bf] Took 61.11 seconds to spawn the instance on the hypervisor.,68,9f276c62,[instance: <*>] Took <*> seconds to spawn the instance on the hypervisor.,02915417-a4bb-47e6-ae34-668f770451bf,16
INFO,nova.compute.manager,[req-ac9f5721-5c52-4ec3-ba8a-e494d9780d53],[instance: 02915417-a4bb-47e6-ae34-668f770451bf] During sync_power_state the instance has a pending task (spawning). Skip.,69,47f4680b,[instance: <*>] During sync_power_state the instance has a pending task <*> Skip.,02915417-a4bb-47e6-ae34-668f770451bf,1
INFO,nova.compute.manager,[req-0bf6536c-bcc4-4bd3-8fa9-6c0bc96f77dc],[instance: 02915417-a4bb-47e6-ae34-668f770451bf] Took 68.31 seconds to build instance.,70,e51c49ab,[instance: <*>] Took <*> seconds to build instance.,02915417-a4bb-47e6-ae34-668f770451bf,17
INFO,nova.compute.manager,[-],[instance: f52f599a-b2a2-478c-bcfe-9933528dd526] VM Stopped (Lifecycle Event),71,74098f89,[instance: <*>] VM Stopped (Lifecycle Event),f52f599a-b2a2-478c-bcfe-9933528dd526,2
INFO,nova.virt.libvirt.driver,[-],[instance: 7e95473d-7602-4e51-a383-19cddf7474cc] Instance destroyed successfully.,72,93995b30,[instance: <*>] Instance destroyed successfully.,7e95473d-7602-4e51-a383-19cddf7474cc,6
INFO,nova.virt.libvirt.driver,[req-b7a4deb0-74f2-45b7-ade1-f7f5635f783b],[instance: 7e95473d-7602-4e51-a383-19cddf7474cc] Deleting instance files /opt/stack/data/nova/instances/7e95473d-7602-4e51-a383-19cddf7474cc_del,73,8ab37e7b,[instance: <*>] Deleting instance files <*>/<*>_del,7e95473d-7602-4e51-a383-19cddf7474cc,13
INFO,nova.virt.libvirt.driver,[req-b7a4deb0-74f2-45b7-ade1-f7f5635f783b],[instance: 7e95473d-7602-4e51-a383-19cddf7474cc] Deletion of /opt/stack/data/nova/instances/7e95473d-7602-4e51-a383-19cddf7474cc_del complete,74,5368444d,[instance: <*>] Deletion of <*>/<*>_del complete,7e95473d-7602-4e51-a383-19cddf7474cc,5
INFO,nova.compute.manager,[-],[instance: 7e95473d-7602-4e51-a383-19cddf7474cc] VM Stopped (Lifecycle Event),75,74098f89,[instance: <*>] VM Stopped (Lifecycle Event),7e95473d-7602-4e51-a383-19cddf7474cc,2
INFO,nova.scheduler.client.report,[req-b7a4deb0-74f2-45b7-ade1-f7f5635f783b],Deleted allocation for instance 7e95473d-7602-4e51-a383-19cddf7474cc,76,597630e5,Deleted allocation for instance <*>,7e95473d-7602-4e51-a383-19cddf7474cc,9
INFO,nova.compute.claims,[req-e9767169-a830-4f59-a660-0d28173bec12],[instance: e4faecd7-54e4-470b-83af-8c021fb864d7] Claim successful on node parisaserver,77,d1d96458,[instance: <*>] Claim successful on node parisaserver,e4faecd7-54e4-470b-83af-8c021fb864d7,12
INFO,nova.compute.manager,[req-ac9f5721-5c52-4ec3-ba8a-e494d9780d53],[instance: 2f093863-6416-4d09-ac00-7ea45d932d36] VM Started (Lifecycle Event),78,e62ddd64,[instance: <*>] VM Started (Lifecycle Event),2f093863-6416-4d09-ac00-7ea45d932d36,3
INFO,nova.compute.manager,[req-77396c32-0c2f-4d85-bb19-7174aa911288],[instance: 2f093863-6416-4d09-ac00-7ea45d932d36] Took 82.81 seconds to spawn the instance on the hypervisor.,79,9f276c62,[instance: <*>] Took <*> seconds to spawn the instance on the hypervisor.,2f093863-6416-4d09-ac00-7ea45d932d36,16
INFO,nova.compute.manager,[req-ac9f5721-5c52-4ec3-ba8a-e494d9780d53],[instance: 2f093863-6416-4d09-ac00-7ea45d932d36] VM Resumed (Lifecycle Event),80,16b764ff,[instance: <*>] VM Resumed (Lifecycle Event),2f093863-6416-4d09-ac00-7ea45d932d36,14
INFO,nova.compute.manager,[req-1305383f-5575-4f71-939f-f6f32b85f327],[instance: 9a6798ef-bdaa-43eb-b486-499725a86d73] Terminating instance,81,06476222,[instance: <*>] Terminating instance,9a6798ef-bdaa-43eb-b486-499725a86d73,8
INFO,nova.virt.libvirt.driver,[-],[instance: 9a6798ef-bdaa-43eb-b486-499725a86d73] Instance destroyed successfully.,82,93995b30,[instance: <*>] Instance destroyed successfully.,9a6798ef-bdaa-43eb-b486-499725a86d73,6
INFO,nova.virt.libvirt.driver,[req-1305383f-5575-4f71-939f-f6f32b85f327],[instance: 9a6798ef-bdaa-43eb-b486-499725a86d73] Deleting instance files /opt/stack/data/nova/instances/9a6798ef-bdaa-43eb-b486-499725a86d73_del,83,8ab37e7b,[instance: <*>] Deleting instance files <*>/<*>_del,9a6798ef-bdaa-43eb-b486-499725a86d73,13
INFO,nova.virt.libvirt.driver,[req-1305383f-5575-4f71-939f-f6f32b85f327],[instance: 9a6798ef-bdaa-43eb-b486-499725a86d73] Deletion of /opt/stack/data/nova/instances/9a6798ef-bdaa-43eb-b486-499725a86d73_del complete,84,5368444d,[instance: <*>] Deletion of <*>/<*>_del complete,9a6798ef-bdaa-43eb-b486-499725a86d73,5
INFO,nova.virt.libvirt.driver,[-],[instance: dbb26294-5c0f-4970-ab33-43e3d411e9bb] Instance spawned successfully.,85,796fd834,[instance: <*>] Instance spawned successfully.,dbb26294-5c0f-4970-ab33-43e3d411e9bb,15
INFO,nova.compute.manager,[req-ac9f5721-5c52-4ec3-ba8a-e494d9780d53],[instance: dbb26294-5c0f-4970-ab33-43e3d411e9bb] VM Paused (Lifecycle Event),86,3f57c2b3,[instance: <*>] VM Paused (Lifecycle Event),dbb26294-5c0f-4970-ab33-43e3d411e9bb,4
INFO,nova.compute.manager,[req-c580ae24-a670-466f-ae9b-73fee4180c97],[instance: dbb26294-5c0f-4970-ab33-43e3d411e9bb] Took 65.23 seconds to build instance.,87,e51c49ab,[instance: <*>] Took <*> seconds to build instance.,dbb26294-5c0f-4970-ab33-43e3d411e9bb,17
INFO,nova.compute.manager,[-],[instance: 9a6798ef-bdaa-43eb-b486-499725a86d73] VM Stopped (Lifecycle Event),88,74098f89,[instance: <*>] VM Stopped (Lifecycle Event),9a6798ef-bdaa-43eb-b486-499725a86d73,2
INFO,nova.virt.libvirt.driver,[req-7c0e0351-404f-442f-8512-86dc91d0de05],[instance: d217d302-8e85-4124-9178-24b33e15bfa1] Creating image,89,50e0ef31,[instance: <*>] Creating image,d217d302-8e85-4124-9178-24b33e15bfa1,7
INFO,nova.compute.manager,[req-73d6ee88-b23e-42b2-b113-df167a22ae89],[instance: 18027701-58cc-4bff-8b0f-afefbf093d3d] Terminating instance,90,06476222,[instance: <*>] Terminating instance,18027701-58cc-4bff-8b0f-afefbf093d3d,8
INFO,nova.virt.libvirt.driver,[-],[instance: 18027701-58cc-4bff-8b0f-afefbf093d3d] Instance destroyed successfully.,91,93995b30,[instance: <*>] Instance destroyed successfully.,18027701-58cc-4bff-8b0f-afefbf093d3d,6
INFO,nova.virt.libvirt.driver,[req-73d6ee88-b23e-42b2-b113-df167a22ae89],[instance: 18027701-58cc-4bff-8b0f-afefbf093d3d] Deleting instance files /opt/stack/data/nova/instances/18027701-58cc-4bff-8b0f-afefbf093d3d_del,92,8ab37e7b,[instance: <*>] Deleting instance files <*>/<*>_del,18027701-58cc-4bff-8b0f-afefbf093d3d,13
INFO,nova.virt.libvirt.driver,[req-73d6ee88-b23e-42b2-b113-df167a22ae89],[instance: 18027701-58cc-4bff-8b0f-afefbf093d3d] Deletion of /opt/stack/data/nova/instances/18027701-58cc-4bff-8b0f-afefbf093d3d_del complete,93,5368444d,[instance: <*>] Deletion of <*>/<*>_del complete,18027701-58cc-4bff-8b0f-afefbf093d3d,5
