ComputeInstance,EventSequence
044b96a2-5465-46d8-8fae-0324cab8bc8a,[20]
046f433c-a49c-4259-99d9-c186a2b19f6b,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 5, 7, 12]"
047816c0-642c-46dc-a3b4-25b7831cdad7,"[10, 11, 2, 3, 1, 14, 16, 17, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
0489aaf8-d554-487c-945d-89e5118e8dba,"[10, 11, 2, 16, 17, 1, 3, 15, 14, 8, 6, 13, 4, 9, 7, 12, 5]"
04a4e568-81d1-4fec-a67d-391bbe9d4b23,[20]
04c1d5e8-c8a1-4441-9c0e-7e06d7576b2c,[20]
04ddfaed-2edf-499d-b374-86d76d7a91bf,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 5, 7, 12]"
053d7ebd-7ddc-486e-9728-155664eaeeed,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
05892279-8a8a-4d32-a0de-5cde0d2156fd,[20]
05a4bacf-de01-4b8a-ac10-73c504d9ccf4,"[10, 11, 2, 3, 1, 13, 4, 25, 8, 6, 4, 9, 27, 26, 7, 12, 5]"
05df6185-fde7-4baa-b1bf-17d500cf15ab,[20]
05e9f350-d905-42bb-8610-ff905d224446,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 7, 12, 1, 5]"
061e64b2-d0f0-4f8e-8292-fb2b3b17e58f,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
064c1a59-f295-4d0d-9837-bdeab5c40dd6,[20]
064e187a-672b-4513-beaa-287d6b8828b4,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 22, 7, 12, 5]"
06a96868-2769-4a7a-9f0f-ba9c36b7ec78,"[10, 11, 2, 16, 17, 1, 3, 14, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
06d76533-4c4e-46d7-95ad-7f49e8e67ccb,[20]
076efc1b-6acc-4635-9526-58b646465e32,"[209, 136, 136, 136]"
077437f7-b131-43db-8b62-1ce473b3f3f8,"[10, 11, 2, 16, 17, 1, 3, 14, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
079dd5c3-e7c5-45dc-9fa1-dea9654add13,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
07ba815d-2397-4cc9-ac25-6603860e63aa,[20]
07cc5f99-8a47-4daa-b051-f3479cb70d88,[20]
07df4693-a348-40d3-b00d-8ad0ca3e4f0f,[20]
07e79eeb-a5a9-4cab-890d-cdc9314a7735,[20]
080c3cf1-580c-41d2-b2b1-518c7b569977,[20]
084df439-8efb-4a4e-860d-ae64761bad09,[20]
086f9a2b-c040-475a-92b6-34f1c76eeab9,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
08797078-35f0-4379-b276-5352b4c3bf73,"[10, 11, 2, 16, 17, 1, 3, 14, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
0885a7d3-6fd5-4ed1-ad3a-9d066b9cf3e5,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 7, 5, 12]"
089baf24-888c-40c3-b08d-252830519ee0,[20]
08a61249-e533-407c-80e7-730e0abd50bf,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
08a6ad88-7537-4a6d-9da2-ddf8d6cc6ff3,"[10, 11, 2, 3, 1, 13, 4, 25, 8, 6, 4, 9, 27, 26, 7, 12, 5]"
08bcceac-edf5-45c6-84b7-2d8522629054,"[10, 11, 2, 2, 2, 2, 3, 3, 3, 3, 1, 1, 1, 1, 28, 23, 5, 5, 5, 5, 1, 1, 1, 1, 8, 6, 13, 4, 9, 34, 7, 12, 29, 4, 33, 8, 6, 4, 9, 7]"
08c870fd-1515-4460-913f-44be7cf3edf5,"[236, 105, 105, 105]"
0909e467-abc5-46da-aa5e-5ad638e12e7a,"[268, 99, 99, 99]"
0924cc83-4847-4c13-8a48-680a920dc320,[20]
092ec7e6-f7f8-4192-acea-3cc1151f4d5e,[20]
0990e3b3-4d5f-446d-bec8-fcafbaa45e8e,[20]
099b0d9c-71fd-43b8-ad34-07c0deb9ee42,"[10, 11, 2, 16, 17, 1, 3, 15, 14, 8, 6, 13, 4, 9, 7, 12, 5]"
09a3ea5e-22c9-47f8-b45d-4307653187b1,[20]
0a0244ad-9f0e-484c-83d6-5b936ce09b50,"[280, 90, 90, 90]"
0a0cbe98-7cd3-4294-b3aa-465304c7731a,[20]
0a1ddc3b-b8e6-4d4e-a6eb-840ed1a1c173,[20]
0a444d64-92f1-4f36-bf0b-8c12cb61371c,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
0a786763-af75-4641-b5e5-37418e0d890a,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 1, 8, 6, 13, 4, 9, 7, 12, 5]"
0ac41210-0c59-4c63-b10d-b73a1adf84e5,"[10, 11, 2, 16, 17, 1, 3, 15, 14, 8, 6, 13, 4, 9, 7, 12, 5]"
0ad5d141-2c9e-4afd-ab86-2c8e5fa3a287,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
0b02abf3-17be-4f95-b59f-91c6774bf398,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
0b3c3338-8a87-4110-b5f1-97d1baf27357,"[10, 11, 2, 3, 1, 14, 16, 17, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
0b641515-1784-4e9e-9b27-c35ce2b82249,[20]
0ba48d51-d6f9-4765-95a3-25ecee4bbfb4,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 36, 9, 7, 12, 5]"
0bbb5dbb-fdbd-4a54-840b-f89bd0a44e64,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
0bdc6f08-787b-4ea1-a838-68c712183db1,"[10, 11, 35, 13, 4, 42, 8, 6, 4, 9, 43, 7, 12]"
0bfce493-5ba6-4672-b1da-ce7ce33ea687,[20]
0c08f6dd-a08c-407b-bae3-d9d782f859f0,"[10, 11, 2, 16, 17, 1, 3, 14, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
0c639e65-417e-46d5-b450-332ea265607f,[20]
0c6d2b7a-100a-4572-9759-c578519eb50d,[20]
0ca155f9-c903-4fa0-b9b3-9f31addda43c,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
0cdc8378-e407-4eb5-b457-0b4f60529d18,"[10, 11, 2, 16, 17, 1, 3, 15, 14, 8, 6, 13, 4, 9, 7, 12, 5]"
0ce3a270-7b42-4bc5-a671-bde44c637143,"[226, 103, 103, 103]"
0ce8640f-bafe-4d21-94b0-22f8ab6821bc,[20]
0cef08a0-3238-40e0-9792-f9e1291b6fc2,"[10, 45, 11, 2, 2, 2, 2, 3, 3, 3, 3, 1, 1, 1, 1, 28, 23, 5, 5, 5, 5, 1, 1, 1, 1, 8, 6, 13, 4, 9, 7, 34, 12, 29, 4, 33, 8, 6, 4, 9, 7]"
0d1f75c1-54e9-4a80-a8ea-0cbec738faa5,"[10, 11, 48, 13, 4, 142, 8, 6, 4, 9, 177, 7, 12]"
0d28fd21-374d-47b4-a6b0-44b7ea22c3b1,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 7, 12, 22, 5]"
0d4f40fc-c682-4e66-b9ba-921cef04ae56,"[10, 11, 2, 3, 1, 14, 16, 17, 15, 8, 6, 13, 4, 9, 7, 5, 12]"
0d6ea36e-706f-4f05-9f40-896f4490d4a5,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
0da602eb-9536-4a32-854c-fc4721d85514,"[10, 11, 2, 16, 17, 1, 3, 14, 15, 8, 6, 13, 4, 9, 7, 12, 22, 5]"
0df5f0ce-6ea8-4b00-918b-5696750fcd9f,[20]
0e2b3d10-dc68-4cff-8918-b44201a97a5b,[20]
0e742e01-f50d-488f-ab13-5dfc094d5bed,"[10, 11, 2, 16, 17, 1, 3, 14, 15, 8, 6, 13, 4, 36, 9, 7, 12, 5]"
0e8a793d-d4a9-4090-b0db-d2cec12b3617,[20]
0eaca11a-f040-471a-ab1e-88beecc9146f,"[10, 11, 2, 3, 1, 14, 16, 17, 15, 8, 6, 13, 4, 9, 7, 5, 12]"
0ec03be4-933b-4591-b2d9-7f494a020fea,"[10, 11, 2, 3, 1, 14, 16, 17, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
0ecce646-3542-4c66-87ec-a4b665ac3d53,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
0ed7d8f6-fda7-4de0-833c-bcef9d95ac67,"[10, 11, 2, 16, 17, 1, 3, 15, 14, 8, 6, 13, 4, 9, 22, 7, 12, 5]"
0f156ff5-ce0a-441d-a461-c7889c877bcd,[20]
0f5e6155-6aaa-4e31-ad49-7bd12701b113,"[10, 11, 2, 3, 1, 14, 16, 17, 15, 8, 6, 13, 4, 9, 22, 5, 7, 12]"
0f752765-c7a9-4957-926c-21c2320df420,"[225, 201]"
0f8c4681-d8e8-45ad-8b9c-4f4903d17b19,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 7, 5, 12]"
1042e479-bc53-430e-9185-9424b1ddb609,[20]
10abb86f-457d-42ed-8ed7-b93ecd93d39d,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 5, 7, 12]"
10adccef-4978-464a-bc43-a9d9e623ef23,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 22, 5, 7, 12]"
10ae1b7d-37d1-4250-9385-49105818d109,[20]
10e3ca9b-baa3-4ef4-86ad-e39acf7f744e,[20]
1131412b-4e0e-4d5c-8571-81c410c07bd7,"[10, 11, 2, 16, 17, 1, 3, 14, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
1145a597-40d0-4cbc-a430-d7f75a194239,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
11593415-a4ab-4b77-a943-d6117209fdc3,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 7, 12, 5, 1]"
1161722e-f371-4573-bbb5-fb877da9b7d1,[20]
11760334-ac63-4cc8-9086-578422af8c99,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 5, 7, 12]"
117fc7cc-4497-4be5-8ed8-6ef80fba9d3a,"[10, 11, 2, 3, 1, 14, 16, 17, 15, 8, 6, 13, 4, 9, 7, 5, 12]"
118a80fb-9b4c-45ed-a395-b05093e41481,"[10, 11, 2, 2, 2, 2, 3, 3, 3, 3, 1, 1, 1, 1, 28, 23, 1, 5, 5, 5, 5, 1, 1, 1, 1, 29, 13, 4, 25, 8, 22, 6, 4, 9, 27, 26, 7, 12, 1, 8, 6, 4, 9, 7]"
119ac098-b48b-4b19-b1ba-d289be3eb6fa,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
119fcddb-41dc-4454-a750-08b4c18985ea,"[10, 11, 2, 16, 17, 1, 3, 15, 14, 8, 6, 13, 4, 9, 7, 12, 5]"
11dce008-75b2-46e0-b55f-34dae8d4e2ae,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
11e5cc75-e753-4f20-9013-4f6c5eea7571,[20]
11e8dd0e-df7c-44bc-84ef-4604c28081e6,"[10, 11, 35, 13, 4, 42, 8, 6, 4, 9, 43, 7, 12]"
12264f45-178d-40c7-ba20-0be3dbcd33bb,"[10, 11, 2, 3, 1, 14, 16, 17, 15, 8, 6, 13, 4, 9, 7, 5, 12]"
124260d3-7a40-4d61-a797-2929c03d50e8,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 5, 7, 12]"
127630f7-ced7-449e-bcc5-6de2603854d5,[20]
12c41d8a-d82d-4971-aa57-4a87ce9dc6dd,[20]
133b36ec-53dc-487c-bf0c-2e3a4420bca6,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
139eac1c-461d-41fa-9020-7d860a200872,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
13b3c414-7940-47f9-b93e-a8b16c570cb9,[20]
13cccba5-1ec0-47af-81e6-6efb250c2fce,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
13d42213-a23f-454e-8a1e-799d8c46ce48,"[10, 11, 2, 16, 17, 1, 3, 15, 14, 8, 6, 13, 4, 9, 7, 12, 5]"
13eb3dc4-5452-4d38-81b8-25cb93dbc2be,[20]
13faaa70-ed08-4839-b964-8a3dad63a87e,[20]
141214f0-e7c2-4ebd-a8fc-2cb2513f02e5,[20]
142aeea3-797d-465d-9bae-8f32e2f9dcd1,"[207, 140, 140, 140]"
147d9377-0a37-4741-b0dc-7d4d0b461718,[20]
14928ba5-9639-44d4-b64b-619a37c98027,[20]
149d6dc3-f5be-4926-a560-1de646495015,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 22, 7, 12, 5]"
149d72b7-5935-4795-aa08-c975033b7afd,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
14a4adc5-d111-46ba-8aab-434fb0f940bf,"[10, 11, 2, 3, 1, 13, 4, 25, 8, 6, 4, 9, 27, 26, 7, 12, 5]"
14dd5b23-efa9-4642-8fd3-f380ecc2ca8e,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
1522426f-d19a-4eb9-98d8-cab7b9854055,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
15751aa8-7cd8-414c-b6c6-783d62c7df52,"[10, 11, 2, 16, 17, 1, 3, 14, 15, 8, 6, 13, 4, 9, 22, 7, 5, 12]"
1587aef5-0332-4437-a70f-76f6bc818e8e,"[10, 11, 2, 16, 17, 1, 3, 14, 15, 1, 8, 6, 13, 4, 9, 7, 12, 5]"
159f1b6e-710e-4a88-b8fa-5a292664db62,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 5, 7, 12]"
15c7a84d-a571-4602-91ba-5e45e57ca871,[20]
15fa82d3-de2e-4eff-8488-a676bff4454b,[20]
1625935b-30a7-4838-8728-e9e995b82003,"[10, 11, 2, 3, 1, 14, 16, 17, 15, 1, 8, 6, 13, 4, 9, 7, 12, 5]"
163af576-5ada-4d48-b343-03c11c42bced,"[245, 131, 131, 131]"
1651951e-a8d2-4e48-85ba-683a8afb21a4,[20]
16998c2e-de9b-447b-aa31-ed0542d7a93f,"[10, 11, 2, 3, 1, 14, 16, 17, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
170fed20-071b-496a-b299-f3d9938a4d27,[20]
1788af6d-d7c6-4037-9e50-0195be6c9bbf,"[10, 11, 2, 16, 17, 1, 3, 15, 14, 8, 6, 13, 4, 9, 7, 12, 5]"
17b0f69f-7d87-4fbd-86a4-b426911d8339,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 5, 7, 12]"
17b14cce-28b0-4bdb-9487-feba842e1406,[20]
18027701-58cc-4bff-8b0f-afefbf093d3d,"[10, 11, 2, 16, 17, 1, 3, 15, 14, 8, 6, 13, 4, 9, 22, 7, 12, 5]"
1813c6d4-a30c-4674-ae51-15e6bbe9247d,"[10, 11, 2, 16, 17, 1, 3, 14, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
18c1fed6-2921-4c1b-93a6-8b479e9ceeb6,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
18c6f89b-4ad0-48e0-9771-c31ec769d8d7,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
18daa0a9-adfa-4233-a63d-050a25060c2f,"[227, 101, 101, 101]"
190fabfd-ab8a-4f43-8615-879342eda3af,"[10, 11, 2, 3, 1, 14, 16, 17, 15, 8, 6, 13, 4, 9, 22, 7, 12, 5]"
1922840f-e590-489e-8160-af06a206f1dc,[20]
1927312e-fcd3-462c-a443-46a81cd5fa8a,"[10, 11, 2, 16, 17, 1, 3, 14, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
1941e7f1-5117-47c7-ab85-7761cc03c35c,[20]
1949212e-1a62-45d6-a432-151efdf66d44,[20]
195ea438-2939-4aec-9993-d64fc259fecb,[20]
19685b9c-6f7a-40a4-b0b0-e52e69fbbe57,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
196994d6-2f90-4bae-b04e-2f7b787d1bee,"[10, 11, 28, 2, 2, 2, 2, 3, 3, 3, 3, 1, 1, 1, 1, 23, 5, 5, 5, 5, 1, 1, 1, 1, 8, 6, 13, 4, 9, 34, 7, 12, 29, 4, 33, 8, 6, 4, 9, 7, 1]"
196e0278-05fd-45b2-9f06-010fee849003,"[10, 11, 2, 3, 1, 14, 16, 17, 15, 1, 8, 6, 13, 4, 9, 7, 12, 5]"
198af99e-8a7f-4ea8-a25a-897e0207bbb0,[20]
19959ee5-fea2-4fa2-ae32-691b61eaff26,"[10, 11, 2, 16, 17, 15, 3, 14, 8, 6, 13, 4, 9, 7, 45, 5, 12]"
19ba5e6a-3c80-4ad6-910b-05e2221de7e4,[20]
19d6f524-7d75-4bd1-adfe-b75d10338181,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
1a12f616-e23f-40e2-b99e-5d3ad36afe89,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 7, 5, 12]"
1a25b90a-f68f-415e-83e3-ad18a0a4c9b7,[20]
1a6a74fc-3bc7-403a-965e-b5c63e67fc9e,[20]
1acb2b1e-e7dc-4751-aa63-4f96a4d6359c,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 5, 7, 12]"
1ad77405-2e75-4d18-8e93-f28a7695b5d6,[20]
1afd1093-27d5-4b80-af62-ceb969d323e0,[20]
1b3f1840-4fb6-4e12-861f-a635dc9c124c,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
1b7fc5bf-c008-4e44-9946-902395a6e394,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 7, 5, 12]"
1b9f0e6f-0c0c-4a3a-9416-016874a0bb62,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
1bfa6538-b218-4366-9f6d-70dabafac6e2,[20]
1c0a146d-24ca-41cc-83be-07e323e33edb,[20]
1c940a01-69ac-4bee-ad82-6e03d767d096,[20]
1c993352-47cb-44bc-86b2-8808d960c128,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
1cb66f78-7103-4e45-a2d7-e8c7e65f4ced,[20]
1cc4d3e8-2f10-448d-87cd-8fb3ddfbf31e,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 7, 5, 12]"
1cc69d37-862c-4b78-909e-8f89cd6e4044,"[10, 11, 2, 16, 17, 1, 3, 15, 14, 1, 8, 6, 13, 4, 9, 7, 12, 5]"
1d0a70c3-bf36-40b1-86e8-00b782268ebb,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
1d36cb8c-4bcf-4fd1-a930-8aa5bf9a5104,"[184, 56, 56, 56]"
1d38ce46-6767-4a83-a55d-66c78af8865a,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 22, 7, 12, 5]"
1d72c130-72e4-4e7e-a724-0585a3f42a4a,[20]
1d89f56f-e3de-457e-a363-f5c646ca03c7,[20]
1d91cddc-331c-49d8-bcdd-1bfaf1c8a8aa,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 7, 5, 12]"
1db6410d-7ce5-4a52-a7e8-7f3b59afb56f,[20]
1df81b30-5751-45dd-b814-d9c7e2ebb802,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
1e4e2706-d6c4-4ffc-b835-2ae6e015d453,[20]
1e96982a-53a9-4587-bf37-f86afff05c13,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 7, 5, 12]"
1ecba44e-d72a-47f6-aaa0-13d0693a6643,"[237, 108, 108, 108]"
1eda4660-b42c-47c4-9067-2224b975b172,"[10, 11, 2, 3, 1, 14, 16, 17, 15, 1, 8, 6, 13, 4, 9, 7, 12, 5]"
1ef01c5b-8722-44b6-8d77-d74759de75fd,[20]
1f31441a-7272-4dc8-9c5c-ba074c7e86fe,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
1f3e9e1e-d352-4976-a2eb-83200eb86e2a,[20]
1fa33b1f-1fd4-43bf-9ecc-d7a43551d6da,"[282, 79, 79, 79]"
1fd9e5e7-c2ec-48dd-a16c-58f0cac74eff,"[10, 11, 48, 13, 4, 7, 12]"
1ffa0271-e48e-48a6-8a54-cda1f9dae658,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
2002a5b7-2de0-41b4-89ca-9dc45015a722,"[215, 132, 132, 132]"
200cb608-1f7a-4063-b6c4-05eadfc5103b,[20]
204aaa28-39af-4e3c-b0ca-025e7db3617a,"[10, 11, 2, 3, 1, 14, 16, 17, 1, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
2055923e-0fe8-4c00-9a3b-2a3d11c97010,[20]
20a0155a-b63c-4d7c-847a-8b5fb7f2a28f,"[10, 11, 2, 3, 1, 14, 16, 17, 15, 8, 6, 13, 4, 9, 22, 7, 5, 12]"
20b3d4ca-28e6-47e9-bb89-2964875b5e76,[20]
20c2ee51-d6ea-4eb4-8efc-15e76e71d298,"[10, 11, 2, 16, 17, 1, 3, 14, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
20c3cab6-c101-4f85-9ed9-d40b85410842,[20]
2149fa4e-8f78-4d2f-bdc5-042be5bc8644,[20]
21782e27-2578-430e-be94-5b9ff7a54e19,"[10, 11, 2, 3, 1, 14, 16, 17, 15, 8, 6, 13, 4, 9, 7, 12, 5]"
21929a3c-d87a-4fb7-82a9-1eb943b4625b,"[10, 11, 2, 3, 1, 13, 4, 25, 8, 6, 4, 9, 27, 26, 7, 12, 5]"
21b64e18-59b0-485e-8b29-46ccbe08fb2b,"[10, 11, 2, 16, 17, 15, 3, 14, 8, 6, 13, 4, 36, 9, 5, 7, 12]"
21b9416b-4183-4de9-bd37-3b7e09937214,[20]
21d60e13-7d0c-4f60-9c7e-ae8be798307c,[20]
